folder,inner_folder,method,R,rf-score
15-taxon,1000gene-true,stelar-RAND, 2, 0.08333333333333333
15-taxon,1000gene-true,stelar-MP, 3, 0.0
15-taxon,1000gene-true,stelar-MV, 3, 0.0
15-taxon,1000gene-true,stelar-OG, 3, 0.0
15-taxon,1000gene-true,stelar-RAND, 3, 0.16666666666666666
15-taxon,1000gene-true,stelar-MP, 4, 0.0
15-taxon,1000gene-true,stelar-MV, 4, 0.0
15-taxon,1000gene-true,stelar-OG, 4, 0.0
15-taxon,1000gene-true,stelar-RAND, 4, 0.16666666666666666
15-taxon,1000gene-true,stelar-MP, 5, 0.0
15-taxon,1000gene-true,stelar-MV, 5, 0.0
15-taxon,1000gene-true,stelar-OG, 5, 0.0
15-taxon,1000gene-true,stelar-RAND, 5, 0.08333333333333333
15-taxon,1000gene-true,stelar-MP, 6, 0.0
15-taxon,1000gene-true,stelar-MV, 6, 0.0
15-taxon,1000gene-true,stelar-OG, 6, 0.0
15-taxon,1000gene-true,stelar-RAND, 6, 0.08333333333333333
15-taxon,1000gene-true,stelar-MP, 7, 0.0
15-taxon,1000gene-true,stelar-MV, 7, 0.0
15-taxon,1000gene-true,stelar-OG, 7, 0.0
15-taxon,1000gene-true,stelar-RAND, 7, 0.08333333333333333
15-taxon,1000gene-true,stelar-MP, 8, 0.0
15-taxon,1000gene-true,stelar-MV, 8, 0.0
15-taxon,1000gene-true,stelar-OG, 8, 0.0
15-taxon,1000gene-true,stelar-RAND, 8, 0.08333333333333333
15-taxon,1000gene-true,stelar-MP, 9, 0.0
15-taxon,1000gene-true,stelar-MV, 9, 0.0
15-taxon,1000gene-true,stelar-OG, 9, 0.0
15-taxon,1000gene-true,stelar-RAND, 9, 0.16666666666666666
15-taxon,1000gene-true,stelar-MP, 10, 0.0
15-taxon,1000gene-true,stelar-MV, 10, 0.0
15-taxon,1000gene-true,stelar-OG, 10, 0.0
15-taxon,1000gene-true,stelar-RAND, 10, 0.16666666666666666
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 1, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 1, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 1, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 1, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 2, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 2, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 2, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 2, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 3, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 3, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 3, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 3, 0.11764705882352941
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 4, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 4, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 4, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 4, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 5, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 5, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 5, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 5, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 6, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 6, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 6, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 6, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 7, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 7, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 7, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 7, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 8, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 8, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 8, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 8, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 9, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 9, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 9, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 9, 0.14705882352941177
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 10, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 10, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 10, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 10, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 11, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 11, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 11, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 11, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 12, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 12, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 12, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 12, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 13, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 13, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 13, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 13, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 14, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 14, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 14, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 14, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 15, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 15, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 15, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 15, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 16, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 16, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 16, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 16, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 17, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 17, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 17, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 17, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 18, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 18, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 18, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 18, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 19, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 19, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 19, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 19, 0.14705882352941177
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP, 20, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV, 20, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG, 20, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND, 20, 0.08823529411764706
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 2, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 2, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 2, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 2, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 3, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 3, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 3, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 3, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 4, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 4, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 4, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 5, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 5, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 5, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 6, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 6, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 7, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 7, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 8, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 8, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 8, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 8, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 9, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 9, 0.08823529411764706
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 9, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 9, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 11, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 11, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 11, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 11, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 13, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 14, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 14, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 15, 0.11764705882352941
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 15, 0.11764705882352941
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 15, 0.11764705882352941
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 15, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 16, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 18, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 18, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 18, 0.0
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 18, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 19, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 19, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 19, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 19, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MP, 20, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-MV, 20, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-OG, 20, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND, 20, 0.11764705882352941
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 1, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 1, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 1, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 2, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 2, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 2, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 2, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 3, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 3, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 3, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 3, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 4, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 4, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 4, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 6, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 6, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 7, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 8, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 8, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 8, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 8, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 9, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 9, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 9, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 9, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 10, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 11, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 11, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 11, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 11, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 12, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 13, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 15, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 15, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 15, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 15, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 16, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 17, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 17, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 17, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 18, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 18, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 18, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 18, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 19, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 19, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 19, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 19, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP, 20, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV, 20, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG, 20, 0.0
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND, 20, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 1, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 1, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 1, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 2, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 2, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 2, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 2, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 3, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 3, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 3, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 3, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 4, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 5, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 5, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 5, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 5, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 7, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 7, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 7, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 7, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 8, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 8, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 8, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 8, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 9, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 9, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 9, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 9, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 10, 0.058823529411764705
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 11, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 11, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 11, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 11, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 12, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 12, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 12, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 13, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 13, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 13, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 13, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 14, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 14, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 14, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 14, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 15, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 15, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 15, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 15, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 16, 0.058823529411764705
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 17, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 17, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 17, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 17, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 18, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 18, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-OG, 18, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND, 18, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,stelar-MP, 19, 0.0
37-taxon,estimated-genetrees/1X-800-500,stelar-MV, 19, 0.0
