folder,inner_folder,method,R,triplet-score
15-taxon,1000gene-1000bp/estimated-genetrees,OG, 9,455
15-taxon,1000gene-1000bp/estimated-genetrees,RAND, 9,252
15-taxon,1000gene-1000bp/estimated-genetrees,RD, 9,346
15-taxon,1000gene-1000bp/estimated-genetrees,MP, 9,455
15-taxon,1000gene-1000bp/estimated-genetrees,MV, 9,455
15-taxon,1000gene-1000bp/estimated-genetrees,OG, 10,443
15-taxon,1000gene-1000bp/estimated-genetrees,RAND, 10,210
15-taxon,1000gene-1000bp/estimated-genetrees,RD, 10,346
15-taxon,1000gene-1000bp/estimated-genetrees,MP, 10,443
15-taxon,1000gene-1000bp/estimated-genetrees,MV, 10,443
15-taxon,1000gene-true,OG, 1,455
15-taxon,1000gene-true,RAND, 1,204
15-taxon,1000gene-true,MP, 1,300
15-taxon,1000gene-true,MV, 1,252
15-taxon,1000gene-true,OG, 2,455
15-taxon,1000gene-true,RAND, 2,246
15-taxon,1000gene-true,MP, 2,300
15-taxon,1000gene-true,MV, 2,252
15-taxon,1000gene-true,OG, 3,455
15-taxon,1000gene-true,RAND, 3,251
15-taxon,1000gene-true,MP, 3,300
15-taxon,1000gene-true,MV, 3,252
15-taxon,1000gene-true,OG, 4,455
15-taxon,1000gene-true,RAND, 4,251
15-taxon,1000gene-true,MP, 4,300
15-taxon,1000gene-true,MV, 4,252
15-taxon,1000gene-true,OG, 5,455
15-taxon,1000gene-true,RAND, 5,209
15-taxon,1000gene-true,MP, 5,300
15-taxon,1000gene-true,MV, 5,252
15-taxon,1000gene-true,OG, 6,455
15-taxon,1000gene-true,RAND, 6,246
15-taxon,1000gene-true,MP, 6,300
15-taxon,1000gene-true,MV, 6,252
15-taxon,1000gene-true,OG, 7,455
15-taxon,1000gene-true,RAND, 7,209
15-taxon,1000gene-true,MP, 7,300
15-taxon,1000gene-true,MV, 7,300
15-taxon,1000gene-true,OG, 8,455
15-taxon,1000gene-true,RAND, 8,198
15-taxon,1000gene-true,MP, 8,300
15-taxon,1000gene-true,MV, 8,252
15-taxon,1000gene-true,OG, 9,455
15-taxon,1000gene-true,RAND, 9,252
15-taxon,1000gene-true,MP, 9,300
15-taxon,1000gene-true,MV, 9,252
15-taxon,1000gene-true,OG, 10,455
15-taxon,1000gene-true,RAND, 10,204
15-taxon,1000gene-true,MP, 10,300
15-taxon,1000gene-true,MV, 10,252
37-taxon,estimated-genetrees/0.5X-200-500,OG, 1,7750
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 1,5332
37-taxon,estimated-genetrees/0.5X-200-500,RD, 1,5308
37-taxon,estimated-genetrees/0.5X-200-500,MP, 1,7750
37-taxon,estimated-genetrees/0.5X-200-500,MV, 1,7750
37-taxon,estimated-genetrees/0.5X-200-500,OG, 2,7707
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 2,5360
37-taxon,estimated-genetrees/0.5X-200-500,RD, 2,5336
37-taxon,estimated-genetrees/0.5X-200-500,MP, 2,7707
37-taxon,estimated-genetrees/0.5X-200-500,MV, 2,7707
37-taxon,estimated-genetrees/0.5X-200-500,OG, 3,7759
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 3,5331
37-taxon,estimated-genetrees/0.5X-200-500,RD, 3,5324
37-taxon,estimated-genetrees/0.5X-200-500,MP, 3,7759
37-taxon,estimated-genetrees/0.5X-200-500,MV, 3,7759
37-taxon,estimated-genetrees/0.5X-200-500,OG, 4,7699
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 4,5329
37-taxon,estimated-genetrees/0.5X-200-500,RD, 4,5305
37-taxon,estimated-genetrees/0.5X-200-500,MP, 4,7699
37-taxon,estimated-genetrees/0.5X-200-500,MV, 4,7699
37-taxon,estimated-genetrees/0.5X-200-500,OG, 5,7696
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 5,5345
37-taxon,estimated-genetrees/0.5X-200-500,RD, 5,5317
37-taxon,estimated-genetrees/0.5X-200-500,MP, 5,7696
37-taxon,estimated-genetrees/0.5X-200-500,MV, 5,7696
37-taxon,estimated-genetrees/0.5X-200-500,OG, 6,7770
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 6,5352
37-taxon,estimated-genetrees/0.5X-200-500,RD, 6,5298
37-taxon,estimated-genetrees/0.5X-200-500,MP, 6,7762
37-taxon,estimated-genetrees/0.5X-200-500,MV, 6,7762
37-taxon,estimated-genetrees/0.5X-200-500,OG, 7,7762
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 7,5349
37-taxon,estimated-genetrees/0.5X-200-500,RD, 7,5317
37-taxon,estimated-genetrees/0.5X-200-500,MP, 7,7762
37-taxon,estimated-genetrees/0.5X-200-500,MV, 7,7762
37-taxon,estimated-genetrees/0.5X-200-500,OG, 8,7633
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 8,5360
37-taxon,estimated-genetrees/0.5X-200-500,RD, 8,5318
37-taxon,estimated-genetrees/0.5X-200-500,MP, 8,7633
37-taxon,estimated-genetrees/0.5X-200-500,MV, 8,7699
37-taxon,estimated-genetrees/0.5X-200-500,OG, 9,7707
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 9,5313
37-taxon,estimated-genetrees/0.5X-200-500,RD, 9,5324
37-taxon,estimated-genetrees/0.5X-200-500,MP, 9,7707
37-taxon,estimated-genetrees/0.5X-200-500,MV, 9,7707
37-taxon,estimated-genetrees/0.5X-200-500,OG, 10,7762
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 10,5360
37-taxon,estimated-genetrees/0.5X-200-500,RD, 10,5336
37-taxon,estimated-genetrees/0.5X-200-500,MP, 10,7762
37-taxon,estimated-genetrees/0.5X-200-500,MV, 10,7762
37-taxon,estimated-genetrees/0.5X-200-500,OG, 11,7707
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 11,5336
37-taxon,estimated-genetrees/0.5X-200-500,RD, 11,5312
37-taxon,estimated-genetrees/0.5X-200-500,MP, 11,7707
37-taxon,estimated-genetrees/0.5X-200-500,MV, 11,7707
37-taxon,estimated-genetrees/0.5X-200-500,OG, 12,7759
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 12,5309
37-taxon,estimated-genetrees/0.5X-200-500,RD, 12,5336
37-taxon,estimated-genetrees/0.5X-200-500,MP, 12,7759
37-taxon,estimated-genetrees/0.5X-200-500,MV, 12,7759
37-taxon,estimated-genetrees/0.5X-200-500,OG, 13,7767
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 13,5333
37-taxon,estimated-genetrees/0.5X-200-500,RD, 13,5333
37-taxon,estimated-genetrees/0.5X-200-500,MP, 13,7767
37-taxon,estimated-genetrees/0.5X-200-500,MV, 13,7767
37-taxon,estimated-genetrees/0.5X-200-500,OG, 14,7759
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 14,5333
37-taxon,estimated-genetrees/0.5X-200-500,RD, 14,5321
37-taxon,estimated-genetrees/0.5X-200-500,MP, 14,7759
37-taxon,estimated-genetrees/0.5X-200-500,MV, 14,7759
37-taxon,estimated-genetrees/0.5X-200-500,OG, 15,7767
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 15,5333
37-taxon,estimated-genetrees/0.5X-200-500,RD, 15,5333
37-taxon,estimated-genetrees/0.5X-200-500,MP, 15,7767
37-taxon,estimated-genetrees/0.5X-200-500,MV, 15,7767
37-taxon,estimated-genetrees/0.5X-200-500,OG, 16,7762
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 16,5360
37-taxon,estimated-genetrees/0.5X-200-500,RD, 16,5344
37-taxon,estimated-genetrees/0.5X-200-500,MP, 16,7762
37-taxon,estimated-genetrees/0.5X-200-500,MV, 16,7762
37-taxon,estimated-genetrees/0.5X-200-500,OG, 17,7743
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 17,5333
37-taxon,estimated-genetrees/0.5X-200-500,RD, 17,5309
37-taxon,estimated-genetrees/0.5X-200-500,MP, 17,7743
37-taxon,estimated-genetrees/0.5X-200-500,MV, 17,7743
37-taxon,estimated-genetrees/0.5X-200-500,OG, 18,7770
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 18,5345
37-taxon,estimated-genetrees/0.5X-200-500,RD, 18,5265
37-taxon,estimated-genetrees/0.5X-200-500,MP, 18,7707
37-taxon,estimated-genetrees/0.5X-200-500,MV, 18,7707
37-taxon,estimated-genetrees/0.5X-200-500,OG, 19,7696
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 19,5313
37-taxon,estimated-genetrees/0.5X-200-500,RD, 19,5353
37-taxon,estimated-genetrees/0.5X-200-500,MP, 19,7696
37-taxon,estimated-genetrees/0.5X-200-500,MV, 19,7696
37-taxon,estimated-genetrees/0.5X-200-500,OG, 20,7536
37-taxon,estimated-genetrees/0.5X-200-500,RAND, 20,5309
37-taxon,estimated-genetrees/0.5X-200-500,RD, 20,5333
37-taxon,estimated-genetrees/0.5X-200-500,MP, 20,7704
37-taxon,estimated-genetrees/0.5X-200-500,MV, 20,7536
37-taxon,estimated-genetrees/1X-200-500,OG, 1,7767
37-taxon,estimated-genetrees/1X-200-500,RAND, 1,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 1,3853
37-taxon,estimated-genetrees/1X-200-500,MP, 1,7767
37-taxon,estimated-genetrees/1X-200-500,MV, 1,7767
37-taxon,estimated-genetrees/1X-200-500,OG, 2,7704
37-taxon,estimated-genetrees/1X-200-500,RAND, 2,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 2,5335
37-taxon,estimated-genetrees/1X-200-500,MP, 2,7770
37-taxon,estimated-genetrees/1X-200-500,MV, 2,7770
37-taxon,estimated-genetrees/1X-200-500,OG, 3,7707
37-taxon,estimated-genetrees/1X-200-500,RAND, 3,5333
37-taxon,estimated-genetrees/1X-200-500,RD, 3,5333
37-taxon,estimated-genetrees/1X-200-500,MP, 3,7707
37-taxon,estimated-genetrees/1X-200-500,MV, 3,7707
37-taxon,estimated-genetrees/1X-200-500,OG, 4,7770
37-taxon,estimated-genetrees/1X-200-500,RAND, 4,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 4,3896
37-taxon,estimated-genetrees/1X-200-500,MP, 4,7770
37-taxon,estimated-genetrees/1X-200-500,MV, 4,7770
37-taxon,estimated-genetrees/1X-200-500,OG, 5,7746
37-taxon,estimated-genetrees/1X-200-500,RAND, 5,5333
37-taxon,estimated-genetrees/1X-200-500,RD, 5,3892
37-taxon,estimated-genetrees/1X-200-500,MP, 5,7746
37-taxon,estimated-genetrees/1X-200-500,MV, 5,7746
37-taxon,estimated-genetrees/1X-200-500,OG, 6,7696
37-taxon,estimated-genetrees/1X-200-500,RAND, 6,5354
37-taxon,estimated-genetrees/1X-200-500,RD, 6,3906
37-taxon,estimated-genetrees/1X-200-500,MP, 6,7762
37-taxon,estimated-genetrees/1X-200-500,MV, 6,7762
37-taxon,estimated-genetrees/1X-200-500,OG, 7,7701
37-taxon,estimated-genetrees/1X-200-500,RAND, 7,5359
37-taxon,estimated-genetrees/1X-200-500,RD, 7,3919
37-taxon,estimated-genetrees/1X-200-500,MP, 7,7767
37-taxon,estimated-genetrees/1X-200-500,MV, 7,7767
37-taxon,estimated-genetrees/1X-200-500,OG, 8,7770
37-taxon,estimated-genetrees/1X-200-500,RAND, 8,5360
37-taxon,estimated-genetrees/1X-200-500,RD, 8,5360
37-taxon,estimated-genetrees/1X-200-500,MP, 8,7770
37-taxon,estimated-genetrees/1X-200-500,MV, 8,7770
37-taxon,estimated-genetrees/1X-200-500,OG, 9,7743
37-taxon,estimated-genetrees/1X-200-500,RAND, 9,5333
37-taxon,estimated-genetrees/1X-200-500,RD, 9,5312
37-taxon,estimated-genetrees/1X-200-500,MP, 9,7743
37-taxon,estimated-genetrees/1X-200-500,MV, 9,7575
37-taxon,estimated-genetrees/1X-200-500,OG, 10,7707
37-taxon,estimated-genetrees/1X-200-500,RAND, 10,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 10,3884
37-taxon,estimated-genetrees/1X-200-500,MP, 10,7707
37-taxon,estimated-genetrees/1X-200-500,MV, 10,7707
37-taxon,estimated-genetrees/1X-200-500,OG, 11,7770
37-taxon,estimated-genetrees/1X-200-500,RAND, 11,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 11,5332
37-taxon,estimated-genetrees/1X-200-500,MP, 11,7770
37-taxon,estimated-genetrees/1X-200-500,MV, 11,7770
37-taxon,estimated-genetrees/1X-200-500,OG, 12,7762
37-taxon,estimated-genetrees/1X-200-500,RAND, 12,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 12,3908
37-taxon,estimated-genetrees/1X-200-500,MP, 12,7762
37-taxon,estimated-genetrees/1X-200-500,MV, 12,7762
37-taxon,estimated-genetrees/1X-200-500,OG, 13,7704
37-taxon,estimated-genetrees/1X-200-500,RAND, 13,5357
37-taxon,estimated-genetrees/1X-200-500,RD, 13,5333
37-taxon,estimated-genetrees/1X-200-500,MP, 13,7704
37-taxon,estimated-genetrees/1X-200-500,MV, 13,7704
37-taxon,estimated-genetrees/1X-200-500,OG, 14,7762
37-taxon,estimated-genetrees/1X-200-500,RAND, 14,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 14,3896
37-taxon,estimated-genetrees/1X-200-500,MP, 14,7742
37-taxon,estimated-genetrees/1X-200-500,MV, 14,7742
37-taxon,estimated-genetrees/1X-200-500,OG, 15,7668
37-taxon,estimated-genetrees/1X-200-500,RAND, 15,5333
37-taxon,estimated-genetrees/1X-200-500,RD, 15,5329
37-taxon,estimated-genetrees/1X-200-500,MP, 15,7668
37-taxon,estimated-genetrees/1X-200-500,MV, 15,7668
37-taxon,estimated-genetrees/1X-200-500,OG, 16,7762
37-taxon,estimated-genetrees/1X-200-500,RAND, 16,5349
37-taxon,estimated-genetrees/1X-200-500,RD, 16,5345
37-taxon,estimated-genetrees/1X-200-500,MP, 16,7762
37-taxon,estimated-genetrees/1X-200-500,MV, 16,7762
37-taxon,estimated-genetrees/1X-200-500,OG, 17,7759
37-taxon,estimated-genetrees/1X-200-500,RAND, 17,5345
37-taxon,estimated-genetrees/1X-200-500,RD, 17,3893
37-taxon,estimated-genetrees/1X-200-500,MP, 17,7759
37-taxon,estimated-genetrees/1X-200-500,MV, 17,7759
37-taxon,estimated-genetrees/1X-200-500,OG, 18,7770
37-taxon,estimated-genetrees/1X-200-500,RAND, 18,5336
37-taxon,estimated-genetrees/1X-200-500,RD, 18,5360
37-taxon,estimated-genetrees/1X-200-500,MP, 18,7770
37-taxon,estimated-genetrees/1X-200-500,MV, 18,7770
37-taxon,estimated-genetrees/1X-200-500,OG, 19,7767
37-taxon,estimated-genetrees/1X-200-500,RAND, 19,5312
37-taxon,estimated-genetrees/1X-200-500,RD, 19,3893
37-taxon,estimated-genetrees/1X-200-500,MP, 19,7767
37-taxon,estimated-genetrees/1X-200-500,MV, 19,7767
37-taxon,estimated-genetrees/1X-200-500,OG, 20,7704
37-taxon,estimated-genetrees/1X-200-500,RAND, 20,5317
37-taxon,estimated-genetrees/1X-200-500,RD, 20,5309
37-taxon,estimated-genetrees/1X-200-500,MP, 20,7704
37-taxon,estimated-genetrees/1X-200-500,MV, 20,7704
37-taxon,estimated-genetrees/1X-200-1000,OG, 1,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 1,5357
37-taxon,estimated-genetrees/1X-200-1000,RD, 1,3920
37-taxon,estimated-genetrees/1X-200-1000,MP, 1,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 1,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 2,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 2,5360
37-taxon,estimated-genetrees/1X-200-1000,RD, 2,5360
37-taxon,estimated-genetrees/1X-200-1000,MP, 2,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 2,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 3,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 3,5360
37-taxon,estimated-genetrees/1X-200-1000,RD, 3,3920
37-taxon,estimated-genetrees/1X-200-1000,MP, 3,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 3,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 4,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 4,5336
37-taxon,estimated-genetrees/1X-200-1000,RD, 4,5336
37-taxon,estimated-genetrees/1X-200-1000,MP, 4,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 4,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 5,7743
37-taxon,estimated-genetrees/1X-200-1000,RAND, 5,5333
37-taxon,estimated-genetrees/1X-200-1000,RD, 5,3893
37-taxon,estimated-genetrees/1X-200-1000,MP, 5,7743
37-taxon,estimated-genetrees/1X-200-1000,MV, 5,7743
37-taxon,estimated-genetrees/1X-200-1000,OG, 6,7762
37-taxon,estimated-genetrees/1X-200-1000,RAND, 6,5357
37-taxon,estimated-genetrees/1X-200-1000,RD, 6,5348
37-taxon,estimated-genetrees/1X-200-1000,MP, 6,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 6,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 7,7759
37-taxon,estimated-genetrees/1X-200-1000,RAND, 7,5357
37-taxon,estimated-genetrees/1X-200-1000,RD, 7,5357
37-taxon,estimated-genetrees/1X-200-1000,MP, 7,7759
37-taxon,estimated-genetrees/1X-200-1000,MV, 7,7759
37-taxon,estimated-genetrees/1X-200-1000,OG, 8,7762
37-taxon,estimated-genetrees/1X-200-1000,RAND, 8,5349
37-taxon,estimated-genetrees/1X-200-1000,RD, 8,5352
37-taxon,estimated-genetrees/1X-200-1000,MP, 8,7762
37-taxon,estimated-genetrees/1X-200-1000,MV, 8,7762
37-taxon,estimated-genetrees/1X-200-1000,OG, 9,7746
37-taxon,estimated-genetrees/1X-200-1000,RAND, 9,5336
37-taxon,estimated-genetrees/1X-200-1000,RD, 9,3893
37-taxon,estimated-genetrees/1X-200-1000,MP, 9,7746
37-taxon,estimated-genetrees/1X-200-1000,MV, 9,7746
37-taxon,estimated-genetrees/1X-200-1000,OG, 10,7707
37-taxon,estimated-genetrees/1X-200-1000,RAND, 10,5360
37-taxon,estimated-genetrees/1X-200-1000,RD, 10,3896
37-taxon,estimated-genetrees/1X-200-1000,MP, 10,7707
37-taxon,estimated-genetrees/1X-200-1000,MV, 10,7707
37-taxon,estimated-genetrees/1X-200-1000,OG, 11,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 11,5360
37-taxon,estimated-genetrees/1X-200-1000,RD, 11,3920
37-taxon,estimated-genetrees/1X-200-1000,MP, 11,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 11,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 12,7762
37-taxon,estimated-genetrees/1X-200-1000,RAND, 12,5312
37-taxon,estimated-genetrees/1X-200-1000,RD, 12,3908
37-taxon,estimated-genetrees/1X-200-1000,MP, 12,7762
37-taxon,estimated-genetrees/1X-200-1000,MV, 12,7762
37-taxon,estimated-genetrees/1X-200-1000,OG, 13,7704
37-taxon,estimated-genetrees/1X-200-1000,RAND, 13,5357
37-taxon,estimated-genetrees/1X-200-1000,RD, 13,3917
37-taxon,estimated-genetrees/1X-200-1000,MP, 13,7704
37-taxon,estimated-genetrees/1X-200-1000,MV, 13,7704
37-taxon,estimated-genetrees/1X-200-1000,OG, 14,7762
37-taxon,estimated-genetrees/1X-200-1000,RAND, 14,5348
37-taxon,estimated-genetrees/1X-200-1000,RD, 14,3880
37-taxon,estimated-genetrees/1X-200-1000,MP, 14,7762
37-taxon,estimated-genetrees/1X-200-1000,MV, 14,7762
37-taxon,estimated-genetrees/1X-200-1000,OG, 15,7742
37-taxon,estimated-genetrees/1X-200-1000,RAND, 15,5336
37-taxon,estimated-genetrees/1X-200-1000,RD, 15,3892
37-taxon,estimated-genetrees/1X-200-1000,MP, 15,7742
37-taxon,estimated-genetrees/1X-200-1000,MV, 15,7742
37-taxon,estimated-genetrees/1X-200-1000,OG, 16,7762
37-taxon,estimated-genetrees/1X-200-1000,RAND, 16,5360
37-taxon,estimated-genetrees/1X-200-1000,RD, 16,3908
37-taxon,estimated-genetrees/1X-200-1000,MP, 16,7762
37-taxon,estimated-genetrees/1X-200-1000,MV, 16,7762
37-taxon,estimated-genetrees/1X-200-1000,OG, 17,7767
37-taxon,estimated-genetrees/1X-200-1000,RAND, 17,5333
37-taxon,estimated-genetrees/1X-200-1000,RD, 17,3917
37-taxon,estimated-genetrees/1X-200-1000,MP, 17,7767
37-taxon,estimated-genetrees/1X-200-1000,MV, 17,7767
37-taxon,estimated-genetrees/1X-200-1000,OG, 18,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 18,5333
37-taxon,estimated-genetrees/1X-200-1000,RD, 18,5336
37-taxon,estimated-genetrees/1X-200-1000,MP, 18,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 18,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 19,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 19,5336
37-taxon,estimated-genetrees/1X-200-1000,RD, 19,5360
37-taxon,estimated-genetrees/1X-200-1000,MP, 19,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 19,7770
37-taxon,estimated-genetrees/1X-200-1000,OG, 20,7770
37-taxon,estimated-genetrees/1X-200-1000,RAND, 20,5336
37-taxon,estimated-genetrees/1X-200-1000,RD, 20,3893
37-taxon,estimated-genetrees/1X-200-1000,MP, 20,7770
37-taxon,estimated-genetrees/1X-200-1000,MV, 20,7770
37-taxon,estimated-genetrees/1X-400-500,MP, 1,7767
37-taxon,estimated-genetrees/1X-400-500,MV, 1,7767
37-taxon,estimated-genetrees/1X-400-500,MP, 2,
37-taxon,estimated-genetrees/1X-400-500,MV, 2,
37-taxon,estimated-genetrees/1X-400-500,MP, 3,
37-taxon,estimated-genetrees/1X-400-500,MV, 3,
37-taxon,estimated-genetrees/1X-400-500,MP, 4,
37-taxon,estimated-genetrees/1X-400-500,MV, 4,
37-taxon,estimated-genetrees/1X-400-500,MP, 5,
37-taxon,estimated-genetrees/1X-400-500,MV, 5,
37-taxon,estimated-genetrees/1X-400-500,MP, 6,
37-taxon,estimated-genetrees/1X-400-500,MV, 6,
37-taxon,estimated-genetrees/1X-400-500,MP, 7,
37-taxon,estimated-genetrees/1X-400-500,MV, 7,
37-taxon,estimated-genetrees/1X-400-500,MP, 8,
37-taxon,estimated-genetrees/1X-400-500,MV, 8,
37-taxon,estimated-genetrees/1X-400-500,MP, 9,
37-taxon,estimated-genetrees/1X-400-500,MV, 9,
37-taxon,estimated-genetrees/1X-400-500,MP, 10,
37-taxon,estimated-genetrees/1X-400-500,MV, 10,
37-taxon,estimated-genetrees/1X-400-500,MP, 11,6664
37-taxon,estimated-genetrees/1X-400-500,MV, 11,6664
37-taxon,estimated-genetrees/1X-400-500,MP, 12,5957
37-taxon,estimated-genetrees/1X-400-500,MV, 12,5957
37-taxon,estimated-genetrees/1X-400-500,MP, 13,7508
37-taxon,estimated-genetrees/1X-400-500,MV, 13,7508
37-taxon,estimated-genetrees/1X-400-500,MP, 14,6377
37-taxon,estimated-genetrees/1X-400-500,MV, 14,6377
37-taxon,estimated-genetrees/1X-400-500,MP, 15,5922
37-taxon,estimated-genetrees/1X-400-500,MV, 15,5922
37-taxon,estimated-genetrees/1X-400-500,MP, 16,7375
37-taxon,estimated-genetrees/1X-400-500,MV, 16,7408
37-taxon,estimated-genetrees/1X-400-500,MP, 17,4917
37-taxon,estimated-genetrees/1X-400-500,MV, 17,4917
37-taxon,estimated-genetrees/1X-400-500,MP, 18,7294
37-taxon,estimated-genetrees/1X-400-500,MV, 18,7294
37-taxon,estimated-genetrees/1X-400-500,MP, 19,7129
37-taxon,estimated-genetrees/1X-400-500,MV, 19,7129
37-taxon,estimated-genetrees/1X-400-500,MP, 20,7130
37-taxon,estimated-genetrees/1X-400-500,MV, 20,7130
37-taxon,estimated-genetrees/1X-400-1000,MP, 1,7439
37-taxon,estimated-genetrees/1X-400-1000,MV, 1,7439
37-taxon,estimated-genetrees/1X-400-1000,MP, 2,
37-taxon,estimated-genetrees/1X-400-1000,MV, 2,
37-taxon,estimated-genetrees/1X-400-1000,MP, 3,
37-taxon,estimated-genetrees/1X-400-1000,MV, 3,
37-taxon,estimated-genetrees/1X-400-1000,MP, 4,
37-taxon,estimated-genetrees/1X-400-1000,MV, 4,
37-taxon,estimated-genetrees/1X-400-1000,MP, 5,
37-taxon,estimated-genetrees/1X-400-1000,MV, 5,
37-taxon,estimated-genetrees/1X-400-1000,MP, 6,
37-taxon,estimated-genetrees/1X-400-1000,MV, 6,
37-taxon,estimated-genetrees/1X-400-1000,MP, 7,
37-taxon,estimated-genetrees/1X-400-1000,MV, 7,
37-taxon,estimated-genetrees/1X-400-1000,MP, 8,
37-taxon,estimated-genetrees/1X-400-1000,MV, 8,
37-taxon,estimated-genetrees/1X-400-1000,MP, 9,
37-taxon,estimated-genetrees/1X-400-1000,MV, 9,
37-taxon,estimated-genetrees/1X-400-1000,MP, 10,
37-taxon,estimated-genetrees/1X-400-1000,MV, 10,
37-taxon,estimated-genetrees/1X-400-1000,MP, 11,5715
37-taxon,estimated-genetrees/1X-400-1000,MV, 11,5715
37-taxon,estimated-genetrees/1X-400-1000,MP, 12,7038
37-taxon,estimated-genetrees/1X-400-1000,MV, 12,7038
37-taxon,estimated-genetrees/1X-400-1000,MP, 13,6528
37-taxon,estimated-genetrees/1X-400-1000,MV, 13,6528
37-taxon,estimated-genetrees/1X-400-1000,MP, 14,6278
37-taxon,estimated-genetrees/1X-400-1000,MV, 14,6278
37-taxon,estimated-genetrees/1X-400-1000,MP, 15,7583
37-taxon,estimated-genetrees/1X-400-1000,MV, 15,7583
37-taxon,estimated-genetrees/1X-400-1000,MP, 16,7145
37-taxon,estimated-genetrees/1X-400-1000,MV, 16,7145
37-taxon,estimated-genetrees/1X-400-1000,MP, 17,5315
37-taxon,estimated-genetrees/1X-400-1000,MV, 17,5315
37-taxon,estimated-genetrees/1X-400-1000,MP, 18,7004
37-taxon,estimated-genetrees/1X-400-1000,MV, 18,7004
37-taxon,estimated-genetrees/1X-400-1000,MP, 19,7266
37-taxon,estimated-genetrees/1X-400-1000,MV, 19,7266
37-taxon,estimated-genetrees/1X-400-1000,MP, 20,7098
37-taxon,estimated-genetrees/1X-400-1000,MV, 20,7098
37-taxon,estimated-genetrees/1X-800-500,OG, 1,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 1,5336
37-taxon,estimated-genetrees/1X-800-500,RD, 1,5360
37-taxon,estimated-genetrees/1X-800-500,MP, 1,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 1,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 2,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 2,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 2,3920
37-taxon,estimated-genetrees/1X-800-500,MP, 2,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 2,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 3,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 3,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 3,5336
37-taxon,estimated-genetrees/1X-800-500,MP, 3,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 3,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 4,7762
37-taxon,estimated-genetrees/1X-800-500,RAND, 4,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 4,3917
37-taxon,estimated-genetrees/1X-800-500,MP, 4,7762
37-taxon,estimated-genetrees/1X-800-500,MV, 4,7762
37-taxon,estimated-genetrees/1X-800-500,OG, 5,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 5,5336
